,data,dayname,somma_polli,t_media,fenomeni,feste,team1,team2,championship,avversario,Italia
564,2016-10-23,domenica,26,12,sole,0,Atalanta,Inter,A,-,-
564,2016-10-23,domenica,26,12,sole,0,Torino,Lazio,A,-,-
565,2016-10-25,martedì,15,14,pioggia ,0,Genoa,Milan,A,-,-
566,2016-10-26,mercoledì,17,15,nebbia ,0,Chievo,Bologna,A,-,-
566,2016-10-26,mercoledì,17,15,nebbia ,0,Inter,Torino,A,-,-
566,2016-10-26,mercoledì,17,15,nebbia ,0,Napoli,Empoli,A,-,-
566,2016-10-26,mercoledì,17,15,nebbia ,0,Juventus,Sampdoria,A,-,-
566,2016-10-26,mercoledì,17,15,nebbia ,0,Lazio,Cagliari,A,-,-
567,2016-10-27,giovedì,22,16,pioggia ,0,-,-,-,-,-
568,2016-10-28,venerdì,26,13,sole,0,-,-,-,-,-
569,2016-10-29,sabato,33,11,sole,0,Juventus,Napoli,A,-,-
570,2016-10-30,domenica,19,11,nebbia ,0,Milan,Pescara,A,-,-
570,2016-10-30,domenica,19,11,nebbia ,0,Sampdoria,Inter,A,-,-
570,2016-10-30,domenica,19,11,nebbia ,0,Crotone,Chievo,A,-,-
570,2016-10-30,domenica,19,11,nebbia ,0,Lazio,Sassuolo,A,-,-
571,2016-10-31,lunedì,17,12,nebbia ,0,-,-,-,-,-
572,2016-11-01,martedì,24,10,nebbia ,Ognissanti,-,-,-,-,-
573,2016-11-02,mercoledì,10,12,sole,Giorno dei Morti,Lazio,Verona,A,-,-
574,2016-11-03,giovedì,14,12,sole,0,Juventus,Sassuolo,A,-,-
575,2016-11-04,venerdì,18,10,sole,0,-,-,-,-,-
576,2016-11-05,sabato,36,10,pioggia ,0,-,-,-,-,-
577,2016-11-06,domenica,26,11,pioggia nebbia ,0,-,-,-,-,-
578,2016-11-08,martedì,18,6,sole,0,-,-,-,-,-
579,2016-11-09,mercoledì,19,6,sole,0,Milan,Udinese,A,-,-
579,2016-11-09,mercoledì,19,6,sole,0,Chievo,Lazio,A,-,-
579,2016-11-09,mercoledì,19,6,sole,0,Pescara,Inter,A,-,-
580,2016-11-10,giovedì,10,6,sole,0,-,-,-,-,-
581,2016-11-11,venerdì,26,6,sole,0,-,-,-,-,-
582,2016-11-12,sabato,26,6,nebbia ,0,Cagliari,Napoli,A,-,-
582,2016-11-12,sabato,26,6,nebbia ,0,Palermo,Chievo,A,-,-
582,2016-11-12,sabato,26,6,nebbia ,0,Torino,Juventus,A,-,-
582,2016-11-12,sabato,26,6,nebbia ,0,Inter,Genoa,A,-,-
583,2016-11-13,domenica,19,6,sole,0,-,-,-,-,-
584,2016-11-15,martedì,19,4,sole,0,-,-,-,Germania,Italia
585,2016-11-16,mercoledì,14,4,sole,0,-,-,-,-,-
586,2016-11-17,giovedì,17,6,sole,0,-,-,-,-,-
587,2016-11-18,venerdì,28,8,pioggia ,0,-,-,-,-,-
588,2016-11-19,sabato,42,9,pioggia nebbia ,0,Chievo,Cagliari,A,-,-
588,2016-11-19,sabato,42,9,pioggia nebbia ,0,Udinese,Napoli,A,-,-
588,2016-11-19,sabato,42,9,pioggia nebbia ,0,Juventus,Pescara,A,-,-
589,2016-11-20,domenica,20,10,nebbia ,0,Milan,Inter,A,-,-
589,2016-11-20,domenica,20,10,nebbia ,0,Lazio,Genoa,A,-,-
590,2016-11-22,martedì,15,14,sole,0,-,-,-,-,-
591,2016-11-23,mercoledì,21,14,pioggia ,0,-,-,-,-,-
592,2016-11-24,giovedì,17,14,sole,0,-,-,-,-,-
593,2016-11-25,venerdì,24,15,pioggia ,0,-,-,-,-,-
594,2016-11-26,sabato,37,12,pioggia nebbia ,0,Empoli,Milan,A,-,-
594,2016-11-26,sabato,37,12,pioggia nebbia ,0,Torino,Chievo,A,-,-
595,2016-11-27,domenica,30,9,nebbia ,0,Palermo,Lazio,A,-,-
595,2016-11-27,domenica,30,9,nebbia ,0,Genoa,Juventus,A,-,-
596,2016-11-29,martedì,20,4,sole,0,-,-,-,-,-
597,2016-11-30,mercoledì,21,2,sole,0,-,-,-,-,-
598,2016-12-01,giovedì,21,2,sole,0,-,-,-,-,-
599,2016-12-02,venerdì,24,3,sole,0,-,-,-,-,-
600,2016-12-03,sabato,26,6,sole,0,Inter,Bologna,A,-,-
601,2016-12-04,domenica,28,7,sole,0,-,-,-,-,-
602,2016-12-06,martedì,16,4,sole,0,-,-,-,-,-
603,2016-12-07,mercoledì,26,0,sole,0,-,-,-,-,-
604,2016-12-08,giovedì,26,0,sole,Immacolata Concezione,-,-,-,-,-
605,2016-12-09,venerdì,31,-1,sole,0,-,-,-,-,-
606,2016-12-10,sabato,26,-1,sole,0,-,-,-,-,-
607,2016-12-11,domenica,22,0,sole,0,-,-,-,Liechtenstein,Italia
608,2016-12-13,martedì,15,1,sole,0,-,-,-,-,-
609,2016-12-14,mercoledì,20,2,sole,0,-,-,-,-,-
610,2016-12-15,giovedì,17,3,sole,0,-,-,-,-,-
611,2016-12-16,venerdì,15,3,sole,0,-,-,-,-,-
612,2016-12-17,sabato,40,0,sole,0,Milan,Atalanta,A,-,-
612,2016-12-17,sabato,40,0,sole,0,Juventus,Roma,A,-,-
613,2016-12-18,domenica,27,-2,sole,0,Sassuolo,Inter,A,-,-
613,2016-12-18,domenica,27,-2,sole,0,Chievo,Sampdoria,A,-,-
613,2016-12-18,domenica,27,-2,sole,0,Lazio,Fiorentina,A,-,-
613,2016-12-18,domenica,27,-2,sole,0,Napoli,Torino,A,-,-
614,2016-12-20,martedì,16,8,sole,0,-,-,-,-,-
615,2016-12-21,mercoledì,16,8,sole,0,Inter,Lazio,A,-,-
616,2016-12-22,giovedì,9,4,sole,0,Roma,Chievo,A,-,-
616,2016-12-22,giovedì,9,4,sole,0,Fiorentina,Napoli,A,-,-
617,2016-12-23,venerdì,22,4,sole,0,-,-,-,-,-
618,2016-12-24,sabato,12,2,sole,0,-,-,-,-,-
619,2016-12-26,lunedì,15,4,sole,Santo Stefano,-,-,-,-,-
620,2016-12-27,martedì,14,5,sole,0,-,-,-,-,-
621,2016-12-28,mercoledì,16,5,sole,0,-,-,-,-,-
622,2016-12-29,giovedì,20,6,sole,0,-,-,-,-,-
623,2016-12-30,venerdì,23,2,sole,0,-,-,-,-,-
624,2016-12-31,sabato,19,-1,sole,Ultimo dell'Anno,-,-,-,-,-
625,2017-01-01,domenica,16,-1,nebbia ,Primo dell'Anno,-,-,-,-,-
626,2017-01-03,martedì,21,4,sole,0,-,-,-,-,-
627,2017-01-04,mercoledì,22,0,sole,0,Sassuolo,Lazio,A,-,-
628,2017-01-05,giovedì,20,3,sole,0,-,-,-,-,-
629,2017-01-06,venerdì,22,1,sole,Epifania,-,-,-,-,-
630,2017-01-07,sabato,29,-3,sole,0,-,-,-,-,-
631,2017-01-08,domenica,34,-3,sole,0,-,-,-,-,-
632,2017-01-10,martedì,9,0,sole,0,Milan,Roma,A,-,-
632,2017-01-10,martedì,9,0,sole,0,Benevento,Inter,A,-,-
632,2017-01-10,martedì,9,0,sole,0,Atalanta,Juventus,A,-,-
632,2017-01-10,martedì,9,0,sole,0,Chievo,Fiorentina,A,-,-
632,2017-01-10,martedì,9,0,sole,0,Napoli,Cagliari,A,-,-
632,2017-01-10,martedì,9,0,sole,0,Lazio,Sassuolo,A,-,-
633,2017-01-11,mercoledì,22,-2,sole,0,-,-,-,-,-
634,2017-01-12,giovedì,20,0,pioggia neve ,0,Napoli,Juventus,A,-,-
635,2017-01-13,venerdì,21,1,pioggia neve nebbia ,0,-,-,-,-,-
636,2017-01-14,sabato,35,1,sole,0,Inter,Chievo,A,-,-
637,2017-01-15,domenica,22,2,sole,0,Fiorentina,Juventus,A,-,-
637,2017-01-15,domenica,22,2,sole,0,Lazio,Atalanta,A,-,-
637,2017-01-15,domenica,22,2,sole,0,Napoli,Pescara,A,-,-
638,2017-01-17,martedì,14,3,sole,0,-,-,-,-,-
639,2017-01-18,mercoledì,18,2,sole,0,-,-,-,-,-
640,2017-01-19,giovedì,15,2,sole,0,-,-,-,-,-
641,2017-01-20,venerdì,14,1,sole,0,-,-,-,-,-
642,2017-01-21,sabato,32,0,sole,0,Chievo,Fiorentina,A,-,-
642,2017-01-21,sabato,32,0,sole,0,Milan,Napoli,A,-,-
643,2017-01-22,domenica,32,1,sole,0,Palermo,Inter,A,-,-
643,2017-01-22,domenica,32,1,sole,0,Juventus,Lazio,A,-,-
644,2017-01-24,martedì,15,3,sole,0,-,-,-,-,-
645,2017-01-25,mercoledì,13,1,sole,0,-,-,-,-,-
646,2017-01-26,giovedì,17,0,sole,0,-,-,-,-,-
647,2017-01-27,venerdì,30,0,sole,0,-,-,-,-,-
648,2017-01-28,sabato,40,0,sole,0,Lazio,Chievo,A,-,-
648,2017-01-28,sabato,40,0,sole,0,Inter,Pescara,A,-,-
649,2017-01-29,domenica,30,-1,sole,0,Sassuolo,Juventus,A,-,-
649,2017-01-29,domenica,30,-1,sole,0,Napoli,Palermo,A,-,-
649,2017-01-29,domenica,30,-1,sole,0,Udinese,Milan,A,-,-
650,2017-01-31,martedì,13,3,pioggia nebbia ,0,-,-,-,-,-
651,2017-02-01,mercoledì,18,4,pioggia nebbia ,0,-,-,-,-,-
652,2017-02-02,giovedì,18,6,pioggia nebbia ,0,-,-,-,-,-
653,2017-02-03,venerdì,30,7,pioggia nebbia ,0,-,-,-,-,-
654,2017-02-04,sabato,32,7,pioggia nebbia ,0,Chievo,Crotone,A,-,-
654,2017-02-04,sabato,32,7,pioggia nebbia ,0,Napoli,Juventus,A,-,-
654,2017-02-04,sabato,32,7,pioggia nebbia ,0,Pescara,Milan,A,-,-
655,2017-02-05,domenica,33,5,pioggia nebbia ,0,-,-,-,-,-
656,2017-02-07,martedì,15,8,sole,0,-,-,-,-,-
657,2017-02-08,mercoledì,23,7,sole,0,-,-,-,-,-
658,2017-02-09,giovedì,22,5,sole,0,-,-,-,Spagna,Italia
659,2017-02-10,venerdì,26,5,pioggia ,0,-,-,-,-,-
660,2017-02-11,sabato,44,6,sole,0,-,-,-,-,-
661,2017-02-12,domenica,27,7,sole,0,-,-,-,-,-
662,2017-02-14,martedì,24,6,sole,San Valentino,-,-,-,-,-
663,2017-02-15,mercoledì,23,6,sole,0,-,-,-,-,-
664,2017-02-16,giovedì,17,7,sole,0,-,-,-,-,-
665,2017-02-17,venerdì,25,6,sole,0,Juventus,Palermo,A,-,-
666,2017-02-18,sabato,32,6,sole,0,Empoli,Lazio,A,-,-
667,2017-02-19,domenica,34,3,nebbia ,0,Bologna,Inter,A,-,-
667,2017-02-19,domenica,34,3,nebbia ,0,Chievo,Napoli,A,-,-
667,2017-02-19,domenica,34,3,nebbia ,0,Milan,Fiorentina,A,-,-
668,2017-02-21,martedì,17,4,nebbia ,0,-,-,-,-,-
669,2017-02-22,mercoledì,21,7,nebbia ,0,-,-,-,-,-
670,2017-02-23,giovedì,25,8,sole,Giovedì Grasso,-,-,-,-,-
671,2017-02-24,venerdì,12,8,nebbia ,0,-,-,-,-,-
672,2017-02-25,sabato,43,8,sole,0,Napoli,Atalanta,A,-,-
672,2017-02-25,sabato,43,8,sole,0,Juventus,Empoli,A,-,-
673,2017-02-26,domenica,39,7,sole,Carnevale,Sassuolo,Milan,A,-,-
673,2017-02-26,domenica,39,7,sole,Carnevale,Inter,Roma,A,-,-
673,2017-02-26,domenica,39,7,sole,Carnevale,Lazio,Udinese,A,-,-
673,2017-02-26,domenica,39,7,sole,Carnevale,Chievo,Pescara,A,-,-
674,2017-02-28,martedì,27,9,pioggia ,Martedì Grasso,-,-,-,-,-
675,2017-03-01,mercoledì,24,10,sole,0,-,-,-,-,-
676,2017-03-02,giovedì,23,8,sole,0,-,-,-,-,-
677,2017-03-03,venerdì,23,9,sole,0,-,-,-,-,-
678,2017-03-04,sabato,42,9,sole,0,Inter,Sampdoria,A,-,-
679,2017-03-05,domenica,37,10,sole,0,-,-,-,-,-
680,2017-03-07,martedì,23,11,sole,0,-,-,-,-,-
681,2017-03-08,mercoledì,19,11,sole,0,-,-,-,-,-
682,2017-03-09,giovedì,28,10,sole,0,-,-,-,-,-
683,2017-03-10,venerdì,37,13,sole,0,-,-,-,-,-
684,2017-03-11,sabato,52,9,sole,0,-,-,-,-,-
685,2017-03-12,domenica,38,9,sole,0,Sampdoria,Lazio,A,-,-
685,2017-03-12,domenica,38,9,sole,0,Benevento,Milan,A,-,-
685,2017-03-12,domenica,38,9,sole,0,Inter,Chievo,A,-,-
686,2017-03-14,martedì,30,12,sole,0,-,-,-,-,-
687,2017-03-15,mercoledì,27,12,sole,0,-,-,-,-,-
688,2017-03-16,giovedì,19,12,sole,0,-,-,-,-,-
689,2017-03-17,venerdì,29,12,sole,0,-,-,-,-,-
690,2017-03-18,sabato,37,12,sole,0,Milan,Genoa,A,-,-
690,2017-03-18,sabato,37,12,sole,0,Torino,Inter,A,-,-
691,2017-03-19,domenica,29,11,sole,Festa di San Giuseppe,Cagliari,Lazio,A,-,-
691,2017-03-19,domenica,29,11,sole,Festa di San Giuseppe,Sampdoria,Juventus,A,-,-
691,2017-03-19,domenica,29,11,sole,Festa di San Giuseppe,Empoli,Napoli,A,-,-
691,2017-03-19,domenica,29,11,sole,Festa di San Giuseppe,Bologna,Chievo,A,-,-
692,2017-03-21,martedì,22,13,sole,0,-,-,-,-,-
693,2017-03-22,mercoledì,32,13,sole,0,-,-,-,-,-
694,2017-03-23,giovedì,41,14,sole,0,-,-,-,-,-
695,2017-03-24,venerdì,30,15,sole,0,-,-,-,Albania,Italia
696,2017-03-25,sabato,45,14,sole,0,-,-,-,-,-
697,2017-03-26,domenica,40,13,sole,0,-,-,-,-,-
698,2017-03-28,martedì,12,12,sole,0,-,-,-,Olanda,Italia
699,2017-03-29,mercoledì,20,14,sole,0,-,-,-,-,-
700,2017-03-30,giovedì,19,16,sole,0,-,-,-,-,-
701,2017-03-31,venerdì,30,16,sole,0,-,-,-,-,-
702,2017-04-01,sabato,34,15,sole,0,-,-,-,-,-
703,2017-04-02,domenica,35,16,sole,0,Bologna,Napoli,A,-,-
704,2017-04-04,martedì,25,17,sole,0,-,-,-,-,-
705,2017-04-05,mercoledì,26,14,sole,0,-,-,-,-,-
706,2017-04-06,giovedì,17,14,sole,0,-,-,-,-,-
707,2017-04-07,venerdì,18,14,sole,0,-,-,-,-,-
708,2017-04-08,sabato,34,15,sole,0,-,-,-,-,-
709,2017-04-09,domenica,33,16,sole,Domenica delle Palme,-,-,-,-,-
710,2017-04-11,martedì,20,16,sole,0,-,-,-,-,-
711,2017-04-12,mercoledì,22,17,sole,0,-,-,-,-,-
712,2017-04-13,giovedì,24,17,sole,0,-,-,-,-,-
713,2017-04-14,venerdì,22,18,sole,0,-,-,-,-,-
714,2017-04-15,sabato,35,16,sole,0,Pescara,Juventus,A,-,-
714,2017-04-15,sabato,35,16,sole,0,Genoa,Lazio,A,-,-
714,2017-04-15,sabato,35,16,sole,0,Inter,Milan,A,-,-
714,2017-04-15,sabato,35,16,sole,0,Napoli,Udinese,A,-,-
714,2017-04-15,sabato,35,16,sole,0,Cagliari,Chievo,A,-,-
715,2017-04-18,martedì,14,9,sole,0,-,-,-,-,-
716,2017-04-19,mercoledì,23,11,sole,0,-,-,-,-,-
717,2017-04-20,giovedì,34,11,sole,0,-,-,-,-,-
718,2017-04-21,venerdì,24,11,sole,0,-,-,-,-,-
719,2017-04-22,sabato,49,12,sole,0,Fiorentina,Inter,A,-,-
720,2017-04-23,domenica,40,13,sole,0,Milan,Empoli,A,-,-
720,2017-04-23,domenica,40,13,sole,0,Chievo,Torino,A,-,-
720,2017-04-23,domenica,40,13,sole,0,Sassuolo,Napoli,A,-,-
720,2017-04-23,domenica,40,13,sole,0,Juventus,Genoa,A,-,-
720,2017-04-23,domenica,40,13,sole,0,Lazio,Palermo,A,-,-
721,2017-04-24,lunedì,32,15,sole,0,-,-,-,-,-
722,2017-04-25,martedì,46,15,sole,Anniversario della Liberazione,-,-,-,-,-
723,2017-04-26,mercoledì,26,13,sole,0,-,-,-,-,-
724,2017-04-27,giovedì,29,15,sole,0,-,-,-,-,-
725,2017-04-28,venerdì,34,12,sole,0,Atalanta,Juventus,A,-,-
726,2017-04-29,sabato,42,12,sole,0,-,-,-,-,-
727,2017-04-30,domenica,40,13,sole,0,Inter,Napoli,A,-,-
727,2017-04-30,domenica,40,13,sole,0,Roma,Lazio,A,-,-
727,2017-04-30,domenica,40,13,sole,0,Crotone,Milan,A,-,-
727,2017-04-30,domenica,40,13,sole,0,Genoa,Chievo,A,-,-
728,2017-05-01,lunedì,49,12,pioggia ,Festa dei Lavoratori,-,-,-,-,-
729,2017-05-02,martedì,19,13,pioggia ,0,Milan,Sampdoria,A,-,-
729,2017-05-02,martedì,19,13,pioggia ,0,Chievo,Udinese,A,-,-
729,2017-05-02,martedì,19,13,pioggia ,0,Juventus,Inter,A,-,-
729,2017-05-02,martedì,19,13,pioggia ,0,Pescara,Lazio,A,-,-
730,2017-05-03,mercoledì,36,13,pioggia ,0,Bologna,Lazio,A,-,-
730,2017-05-03,mercoledì,36,13,pioggia ,0,Cagliari,Inter,A,-,-
730,2017-05-03,mercoledì,36,13,pioggia ,0,Udinese,Juventus,A,-,-
731,2017-05-04,giovedì,21,13,pioggia temporale ,0,-,-,-,-,-
732,2017-05-05,venerdì,31,15,nebbia ,0,-,-,-,-,-
733,2017-05-06,sabato,50,14,pioggia ,0,-,-,-,-,-
734,2017-05-07,domenica,38,13,pioggia ,0,-,-,-,-,-
735,2017-05-09,martedì,42,15,pioggia temporale ,0,-,-,-,Israele,Italia
736,2017-05-10,mercoledì,51,15,sole,0,-,-,-,-,-
737,2017-05-11,giovedì,44,16,sole,0,Chievo,Napoli,A,-,-
737,2017-05-11,giovedì,44,16,sole,0,Sassuolo,Milan,A,-,-
737,2017-05-11,giovedì,44,16,sole,0,Inter,Torino,A,-,-
737,2017-05-11,giovedì,44,16,sole,0,Juventus,Benevento,A,-,-
738,2017-05-12,venerdì,44,18,pioggia temporale ,0,-,-,-,-,-
739,2017-05-13,sabato,53,19,pioggia temporale ,0,Atalanta,Milan,A,-,-
739,2017-05-13,sabato,53,19,pioggia temporale ,0,Fiorentina,Lazio,A,-,-
740,2017-05-14,domenica,43,20,pioggia temporale ,Festa della Mamma,Torino,Napoli,A,-,-
740,2017-05-14,domenica,43,20,pioggia temporale ,Festa della Mamma,Inter,Sassuolo,A,-,-
740,2017-05-14,domenica,43,20,pioggia temporale ,Festa della Mamma,Sampdoria,Chievo,A,-,-
740,2017-05-14,domenica,43,20,pioggia temporale ,Festa della Mamma,Roma,Juventus,A,-,-
741,2017-05-16,martedì,32,21,sole,0,-,-,-,-,-
742,2017-05-17,mercoledì,39,23,sole,0,-,-,-,-,-
743,2017-05-18,giovedì,34,22,sole,0,-,-,-,-,-
744,2017-05-19,venerdì,35,19,pioggia temporale ,0,-,-,-,-,-
745,2017-05-20,sabato,48,15,pioggia temporale ,0,Chievo,Roma,A,-,-
745,2017-05-20,sabato,48,15,pioggia temporale ,0,Napoli,Fiorentina,A,-,-
746,2017-05-21,domenica,34,20,sole,0,Lazio,Inter,A,-,-
746,2017-05-21,domenica,34,20,sole,0,Milan,Bologna,A,-,-
746,2017-05-21,domenica,34,20,sole,0,Juventus,Crotone,A,-,-
747,2017-05-23,martedì,21,22,sole,0,-,-,-,-,-
748,2017-05-24,mercoledì,24,22,sole,0,-,-,-,-,-
749,2017-05-25,giovedì,29,21,sole,0,-,-,-,-,-
750,2017-05-26,venerdì,26,21,sole,0,-,-,-,-,-
751,2017-05-27,sabato,27,22,sole,0,Atalanta,Chievo,A,-,-
751,2017-05-27,sabato,27,22,sole,0,Bologna,Juventus,A,-,-
752,2017-05-28,domenica,32,27,sole,0,Cagliari,Milan,A,-,-
752,2017-05-28,domenica,32,27,sole,0,Sampdoria,Napoli,A,-,-
752,2017-05-28,domenica,32,27,sole,0,Crotone,Lazio,A,-,-
752,2017-05-28,domenica,32,27,sole,0,Inter,Udinese,A,-,-
753,2017-05-30,martedì,47,24,sole,0,-,-,-,-,-
754,2017-05-31,mercoledì,52,25,sole,0,-,-,-,San Marino,Italia
755,2017-06-01,giovedì,25,24,sole,0,-,-,-,-,-
756,2017-06-02,venerdì,26,24,sole,Festa della Repubblica,-,-,-,-,-
757,2017-06-03,sabato,31,25,sole,0,-,-,-,-,-
758,2017-06-04,domenica,32,24,sole,Pentecoste,-,-,-,-,-
759,2017-06-06,martedì,53,20,sole,0,-,-,-,-,-
760,2017-06-07,mercoledì,30,21,sole,0,-,-,-,-,-
761,2017-06-08,giovedì,26,20,sole,0,-,-,-,-,-
762,2017-06-09,venerdì,28,21,sole,0,-,-,-,-,-
763,2017-06-10,sabato,33,23,sole,0,-,-,-,Macedonia del Nord,Italia
764,2017-06-11,domenica,33,25,sole,0,-,-,-,-,-
765,2017-06-13,martedì,45,26,sole,0,-,-,-,-,-
766,2017-06-14,mercoledì,31,25,sole,0,-,-,-,-,-
767,2017-06-15,giovedì,27,25,sole,0,-,-,-,-,-
768,2017-06-16,venerdì,25,27,sole,0,-,-,-,-,-
769,2017-06-17,sabato,22,27,sole,0,-,-,-,-,-
770,2017-06-18,domenica,33,24,sole,0,-,-,-,-,-
771,2017-06-20,martedì,32,26,sole,0,-,-,-,-,-
772,2017-06-21,mercoledì,17,28,sole,0,-,-,-,-,-
773,2017-06-22,giovedì,20,29,sole,0,-,-,-,-,-
774,2017-06-23,venerdì,18,29,sole,0,-,-,-,-,-
775,2017-06-24,sabato,28,29,sole,0,-,-,-,-,-
776,2017-06-25,domenica,26,25,sole,0,-,-,-,-,-
777,2017-06-27,martedì,17,26,sole,0,-,-,-,-,-
778,2017-06-28,mercoledì,32,23,sole,0,-,-,-,-,-
779,2017-06-29,giovedì,28,21,sole,0,-,-,-,-,-
780,2017-06-30,venerdì,33,21,sole,0,-,-,-,-,-
781,2017-07-01,sabato,20,21,sole,0,Napoli,Sampdoria,A,-,-
782,2017-07-02,domenica,29,22,sole,0,-,-,-,-,-
783,2017-07-04,martedì,19,25,sole,0,-,-,-,-,-
784,2017-07-05,mercoledì,16,26,sole,0,Milan,Roma,A,-,-
784,2017-07-05,mercoledì,16,26,sole,0,Chievo,Palermo,A,-,-
784,2017-07-05,mercoledì,16,26,sole,0,Genoa,Inter,A,-,-
784,2017-07-05,mercoledì,16,26,sole,0,Lazio,Sampdoria,A,-,-
785,2017-07-06,giovedì,24,28,sole,0,-,-,-,Uruguay,Italia
786,2017-07-07,venerdì,18,28,sole,0,-,-,-,-,-
787,2017-07-08,sabato,26,28,sole,0,-,-,-,-,-
788,2017-07-09,domenica,25,28,sole,0,-,-,-,-,-
789,2017-07-11,martedì,14,25,sole,0,-,-,-,-,-
790,2017-07-12,mercoledì,17,25,sole,0,-,-,-,-,-
791,2017-07-13,giovedì,19,26,sole,0,-,-,-,-,-
792,2017-07-14,venerdì,19,24,sole,0,-,-,-,-,-
793,2017-07-15,sabato,27,23,sole,0,-,-,-,-,-
794,2017-07-16,domenica,28,23,sole,0,-,-,-,-,-
795,2017-07-18,martedì,17,25,sole,0,-,-,-,-,-
796,2017-07-19,mercoledì,27,27,sole,0,-,-,-,-,-
797,2017-07-20,giovedì,25,26,sole,0,-,-,-,-,-
798,2017-07-21,venerdì,25,26,sole,0,-,-,-,-,-
799,2017-07-22,sabato,23,27,sole,0,-,-,-,-,-
800,2017-07-23,domenica,29,27,sole,0,-,-,-,-,-
801,2017-07-25,martedì,22,22,sole,0,-,-,-,-,-
802,2017-07-26,mercoledì,15,21,sole,0,-,-,-,-,-
803,2017-07-27,giovedì,21,23,sole,0,-,-,-,-,-
804,2017-07-28,venerdì,17,25,sole,0,-,-,-,-,-
805,2017-07-29,sabato,27,26,sole,0,-,-,-,-,-
806,2017-07-30,domenica,33,25,sole,0,-,-,-,-,-
807,2017-08-01,martedì,23,29,sole,0,Milan,Cagliari,A,-,-
807,2017-08-01,martedì,23,29,sole,0,Chievo,Atalanta,A,-,-
807,2017-08-01,martedì,23,29,sole,0,Lazio,Crotone,A,-,-
807,2017-08-01,martedì,23,29,sole,0,Udinese,Inter,A,-,-
807,2017-08-01,martedì,23,29,sole,0,Juventus,Bologna,A,-,-
808,2017-08-02,mercoledì,19,30,sole,0,Bologna,Milan,A,-,-
808,2017-08-02,mercoledì,19,30,sole,0,Crotone,Juventus,A,-,-
809,2017-08-03,giovedì,25,30,sole,0,-,-,-,-,-
810,2017-08-04,venerdì,27,30,sole,0,Juventus,Chievo,A,-,-
811,2017-08-05,sabato,28,30,sole,0,-,-,-,-,-
812,2017-08-06,domenica,22,28,sole,0,-,-,-,-,-
813,2017-08-08,martedì,20,26,sole,0,-,-,-,-,-
814,2017-08-09,mercoledì,24,27,sole,0,-,-,-,-,-
815,2017-08-10,giovedì,26,25,sole,0,-,-,-,-,-
816,2017-08-11,venerdì,28,22,sole,0,-,-,-,-,-
817,2017-08-12,sabato,29,22,sole,0,-,-,-,-,-
818,2017-08-13,domenica,25,23,sole,0,-,-,-,-,-
819,2017-08-16,mercoledì,20,27,sole,0,-,-,-,-,-
820,2017-08-17,giovedì,18,27,sole,0,-,-,-,-,-
821,2017-08-18,venerdì,21,28,sole,0,-,-,-,-,-
822,2017-08-19,sabato,28,26,sole,0,Verona,Napoli,A,-,-
822,2017-08-19,sabato,28,26,sole,0,Juventus,Cagliari,A,-,-
823,2017-08-20,domenica,28,22,sole,0,Crotone,Milan,A,-,-
823,2017-08-20,domenica,28,22,sole,0,Lazio,Spal,A,-,-
823,2017-08-20,domenica,28,22,sole,0,Udinese,Chievo,A,-,-
823,2017-08-20,domenica,28,22,sole,0,Inter,Fiorentina,A,-,-
824,2017-08-22,martedì,22,22,sole,0,-,-,-,-,-
825,2017-08-23,mercoledì,26,23,sole,0,-,-,-,-,-
826,2017-08-24,giovedì,12,25,sole,0,-,-,-,-,-
827,2017-08-25,venerdì,19,26,sole,0,-,-,-,-,-
828,2017-08-26,sabato,28,27,sole,0,Roma,Inter,A,-,-
828,2017-08-26,sabato,28,27,sole,0,Genoa,Juventus,A,-,-
829,2017-08-27,domenica,26,28,sole,0,Chievo,Lazio,A,-,-
829,2017-08-27,domenica,26,28,sole,0,Milan,Cagliari,A,-,-
829,2017-08-27,domenica,26,28,sole,0,Napoli,Atalanta,A,-,-
830,2017-08-29,martedì,24,25,sole,0,-,-,-,-,-
831,2017-08-30,mercoledì,21,26,sole,0,-,-,-,-,-
832,2017-08-31,giovedì,30,25,sole,0,-,-,-,-,-
833,2017-09-01,venerdì,29,23,pioggia temporale ,0,-,-,-,-,-
834,2017-09-02,sabato,34,18,pioggia temporale ,0,-,-,-,-,-
835,2017-09-03,domenica,34,20,pioggia ,0,-,-,-,-,-
836,2017-09-05,martedì,33,21,sole,0,-,-,-,-,-
837,2017-09-06,mercoledì,25,22,sole,0,-,-,-,-,-
838,2017-09-07,giovedì,24,21,pioggia temporale ,0,-,-,-,-,-
839,2017-09-08,venerdì,30,20,sole,0,-,-,-,-,-
840,2017-09-09,sabato,40,20,pioggia temporale ,0,Juventus,Chievo,A,-,-
841,2017-09-10,domenica,38,18,pioggia ,0,-,-,-,Albania,Italia
842,2017-09-12,martedì,26,18,pioggia temporale ,0,Juventus,Inter,A,-,-
843,2017-09-13,mercoledì,18,18,sole,0,-,-,-,-,-
844,2017-09-14,giovedì,15,17,pioggia ,0,-,-,-,-,-
845,2017-09-15,venerdì,27,17,pioggia ,0,-,-,-,-,-
846,2017-09-16,sabato,28,16,pioggia ,0,Crotone,Inter,A,-,-
847,2017-09-17,domenica,31,17,pioggia temporale ,0,Chievo,Atalanta,A,-,-
847,2017-09-17,domenica,31,17,pioggia temporale ,0,Sassuolo,Juventus,A,-,-
